entity_name|licensee_type_cd|license_number|status|BLANK|city|zip|county|entity_name|licensee_type_cd|license_number|status|expiration_date|first_issue_date|city|state|zip|county|Action
    txt += "Description|"+text+"|CUSTOM ACOUSTIX LLC|E|82430|CANCELLED||FREMONT|94538|ALAMEDA|D & D APPLIANCE SERVICE, INC.|A|36727|CANCELLED||ALBANY|94706|ALAMEDA|D & D COMPUTER CONSULTING|E|75083|CANCELLED||ALAMEDA|94501|ALAMEDA|D B AUDIO INC|E|73145|CANCELLED||BERKELEY|94704|ALAMEDA|D J COMPUTERS|E|88979|CLEAR||ALBANY|94706|ALAMEDA|D J TV|E|83121|CLEAR||FREMONT|94536|ALAMEDA|D J TV SERVICE|E|70961|CANCELLED||FREMONT|94536|ALAMEDA|D.J. COMPUTERS|E|77457|CANCELLED||ALBANY|94706|ALAMEDA|DADDYS COMPUTER REPAIRS|E|88161|CANCELLED||OAKLAND|94602|ALAMEDA|DALE SANFORD TV & VIDEO|E|23189|CANCELLED||BERKELEY|94702|ALAMEDA|DANS BUSINESS SERVICES|E|75114|CANCELLED||HAYWARD|94545|ALAMEDA|DAVE'S APPL AND SERVICE|A|30095|CANCELLED||HAYWARD|94541|ALAMEDA|DAVID'S APPLIANCE REPAIR|A|43413|CANCELLED||OAKLAND|94621|ALAMEDA|DAVIDSON MASTER SERVICE|A|38897|REVOKED||HAYWARD|94545|ALAMEDA|DB AUDIO INC.|E|25569|CANCELLED||BERKELEY|94704|ALAMEDA|DCNS|E|80452|CANCELLED||FREMONT|94539|ALAMEDA|DE SOUZA'S APPLIANCE REPAIR SERVICE|A|39441|CANCELLED||NEWARK|94560|ALAMEDA|DECISIONONE CORPORATION|E|76607|CANCELLED||HAYWARD|94545|ALAMEDA|DECISIONONE CORPORATION|E|77633|CANCELLED||HAYWARD|94541|ALAMEDA|DECISIONONE CORPORATION|E|77634|CANCELLED||FREMONT|94538|ALAMEDA|DEENS ELECTRONICS, INC.|E|75034|CLEAR||FREMONT|94538|ALAMEDA|DELTA ELECTRONIC|E|76579|CANCELLED||BERKELEY|94702|ALAMEDA|DEPENDABLE AVESCO TV SERVICE|E|22691|CANCELLED||FREMONT|94536|ALAMEDA|DEYS ENGINEERING|E|74954|CANCELLED||FREMONT|94539|ALAMEDA|DFI (SAN JOSE), INC.|E|74895|CANCELLED||FREMONT|94539|ALAMEDA|DHILLON'S TV SERVICE|E|27958|CANCELLED||HAYWARD|94544|ALAMEDA|DIAL SOUND|E|73135|CANCELLED||FREMONT|94539|ALAMEDA|DIAMOND HEAD COMPUTERS INC.|E|81329|CANCELLED||FREMONT|94538|ALAMEDA|DIAS TV|E|17548|CANCELLED||BERKELEY|94703|ALAMEDA|DIGITAL EQUIPMENT CORP.|E|74195|CANCELLED||LIVERMORE|94550|ALAMEDA|DIGITAL EQUIPMENT CORPORATION|E|73666|CANCELLED||OAKLAND|94612|ALAMEDA|DIGITAL EQUIPMENT CORPORATION|E|22576|CANCELLED||ALAMEDA|94501|ALAMEDA|DIGITAL EQUIPMENT CORPORATION|E|74225|CANCELLED||SAN LEANDRO|94577|ALAMEDA|DIGITAL SERVICE PROVIDERS, INC.|E|77500|CANCELLED||ALAMEDA|94501|ALAMEDA|DIGITAL SOLUTIONS|E|81445|CANCELLED||HAYWARD|94544|ALAMEDA|DIMOND HOME VIDEO|E|26782|CANCELLED||OAKLAND|94602|ALAMEDA|DIRECTV, LLC|E|88653|CLEAR||SAN LEANDRO|94577|ALAMEDA|DISCOUNT COMPUTER PRODUCTS|E|29196|CANCELLED||HAYWARD|94545|ALAMEDA|DISCOUNT COMPUTER SYSTEMS|E|75220|CANCELLED||SAN LEANDRO|94579|ALAMEDA|DISH NETWORK CALIFORNIA SERVICE CORPORATION|E|79618|CLEAR||HAYWARD|94545|ALAMEDA|DJ TV|E|76386|CANCELLED||FREMONT|94536|ALAMEDA|DJ TV INC|E|3810|CANCELLED||FREMONT|94536|ALAMEDA|DNA COMPUTERS|E|76676|CANCELLED||UNION CITY|94587|ALAMEDA|DNS COMPUTER|E|86539|CANCELLED||HAYWARD|94541|ALAMEDA|DOMINO COMPUTER|E|84683|CLEAR||BERKELEY|94703|ALAMEDA|DOMINO COMPUTER|E|75166|CANCELLED||OAKLAND|94612|ALAMEDA|DOMINO NETWORK|E|80897|CANCELLED||BERKELEY|94703|ALAMEDA|DOUGLAS DOANE CONSUMER ELECTRONICS REPAIR|E|75408|CANCELLED||HAYWARD|94544|ALAMEDA|DT & T MACINTOSH SERVICES, INC.|E|77623|CLEAR||FREMONT|94539|ALAMEDA|E-Z LINK TECHNOLOGIES, INC.|E|74953|CANCELLED||FREMONT|94538|ALAMEDA|EAD SYSTEMS CORPORATION|E|74956|CANCELLED||FREMONT|94538|ALAMEDA|EARTHQUAKE SOUND CORPORATION|E|81038|CLEAR||HAYWARD|94545|ALAMEDA|EAST BAY APPLIANCE CENTER|A|38705|CANCELLED||ALAMEDA|94501|ALAMEDA|EAST BAY APPLIANCE SERVICE|A|38562|CLEAR||HAYWARD|94541|ALAMEDA|EAST BAY COMPUTER CENTER|E|76432|CANCELLED||OAKLAND|94610|ALAMEDA|EAST BAY COMPUTER CENTER INC|E|88407|CLEAR||OAKLAND|94610|ALAMEDA|EB TECH SERVICES|E|82055|CANCELLED||OAKLAND|94610|ALAMEDA|ECHO COMMUNICATION|E|90019|CLEAR||PLEASANTON|94588|ALAMEDA|ECONOMY A/C & REFRIGERATION SERVICES|A|43288|CANCELLED||SAN LEANDRO|94577|ALAMEDA|EDCO ELECTRONICS INC|E|5680|CANCELLED||HAYWARD|94545|ALAMEDA|EDGAR LOMELI INSTALLATIONS|E|82592|CANCELLED||SAN LORENZO|94580|ALAMEDA|EDWIN'S HANDYMAN AND REPAIR SERVICES|C|62031|CLEAR||FREMONT|94536|ALAMEDA|EFOSA SYSTEMS, INC.|E|28930|CANCELLED||OAKLAND|94605|ALAMEDA|EFX COMPUTER|E|87006|CLEAR||SAN LEANDRO|94577|ALAMEDA|EFX COMPUTER|E|87321|CANCELLED||SAN LEANDRO|94577|ALAMEDA|EGGHEAD SOFTWARE|E|75179|CANCELLED||BERKELEY|94704|ALAMEDA|EGGHEAD SOFTWARE-#50|E|74523|CANCELLED||OAKLAND|94610|ALAMEDA|EID'S TV|E|29040|DELINQUENT||BERKELEY|94704|ALAMEDA|ELECTROCOM|C|60888|CANCELLED||OAKLAND|94606|ALAMEDA|ELECTRONIC DEPOT|E|24276|CANCELLED||FREMONT|94636|ALAMEDA|ELECTRONIC SERVICE|E|15393|DELINQUENT||OAKLAND|94619|ALAMEDA|ELECTRONICS EXPRESS SERVICE|E|70361|CANCELLED||FREMONT|94536|ALAMEDA|ELECTRONICS EXPRESS SERVICE|E|28880|CANCELLED||FREMONT|94536|ALAMEDA|ELECTRONICS UNLIMITED|E|29243|CANCELLED||UNION CITY|94587|ALAMEDA|ELECTRONIX WEST|E|29789|CANCELLED||HAYWARD|94545|ALAMEDA|ELEKTRON APPLIANCES|A|43770|CANCELLED||FREMONT|94538|ALAMEDA|ELITE ELECTRONICS|C|61824|CLEAR||ALAMEDA|94501|ALAMEDA|ELITEGROUP COMPUTER SYSTEMS INC|E|83985|CLEAR||NEWARK|94560|ALAMEDA|EMILIO'S SOUND|E|72998|CANCELLED||OAKLAND|94601|ALAMEDA|EMILIO'S SOUND INC|E|87257|CANCELLED||OAKLAND|94601|ALAMEDA|ENCORE - THE RECYCLED APPLIANCE STORE|A|42291|CANCELLED||OAKLAND|94621|ALAMEDA|EON TECHNOLOGIES|E|77352|CLEAR||ALAMEDA|94501|ALAMEDA|EPHONES|E|71422|CANCELLED||FREMONT|94538|ALAMEDA|EPS ELECTRONICS/ COMTRONICS|E|74286|CANCELLED||EMERYVILLE|94608|ALAMEDA|EUGENE'S HOME APPLIANCE SERVICE|A|37599|CLEAR||FREMONT|94538|ALAMEDA|EXABYTE COMPUTER SERVICES|E|85290|CANCELLED||PLEASANTON|94566|ALAMEDA|EXPEDITO B NIETO|E|74479|CANCELLED||OAKLAND|94619|ALAMEDA|EXPERT COMPUTER REPAIR|E|80756|CANCELLED||OAKLAND|94611|ALAMEDA|EYE PERFECT HOME SYSTEMS|E|81043|CANCELLED||HAYWARD|94542|ALAMEDA|EZ AIR CONTROL|A|44289|CANCELLED||UNION CITY|94587|ALAMEDA|FADDAS SERVICE CO|E|21067|CANCELLED||SAN LEANDRO|94578|ALAMEDA|FAMSA INC|C|61818|CANCELLED||OAKLAND|946014621|ALAMEDA|FAST TEKS ON SITE COMPUTER & REPAIR SERVICE|E|84667|CANCELLED||FREMONT|94555|ALAMEDA|FAST TEKS ON SITE COMPUTER SERVICES|E|83445|CANCELLED||DUBLIN|94568|ALAMEDA|FAST-TEK ON-SITE COMPUTER SERVICES|E|86215|CANCELLED||LIVERMORE|94550|ALAMEDA|FASTHUMA|E|89880|CLEAR||FREMONT|94539|ALAMEDA|FASTHUMA COMPUTER REPAIR|E|87427|CANCELLED||FREMONT|94539|ALAMEDA|FASTHUMA MOBILE COMPUTER REPAIR|E|86205|CANCELLED||NEWARK|94560|ALAMEDA|FERNANDEZ INSTALLATIONS|A|44741|CANCELLED||UNION CITY|94587|ALAMEDA|FIREDOG|E|83264|CANCELLED||HAYWARD|94544|ALAMEDA|FIREDOG|E|83218|CANCELLED||DUBLIN|94566|ALAMEDA|FIREDOG|E|83221|CANCELLED||EMERYVILLE|94608|ALAMEDA|FIREDOG|E|83293|CANCELLED||LIVERMORE|94550|ALAMEDA|FIREDOG|E|83251|CANCELLED||FREMONT|94538|ALAMEDA|FIRST AID ELECTRONICS|E|71568|CANCELLED||PLEASANTON|94566|ALAMEDA|FIRST INTERNATIONAL COMPUTER OF AMERICA INC|E|83855|CANCELLED||FREMONT|94539|ALAMEDA|FIVE STAR APPLIANCE SERVICE|A|39329|CANCELLED||FREMONT|94538|ALAMEDA|FLASH 2 UNLOCK|E|88274|CLEAR||FREMONT|94538|ALAMEDA|FLORES TV SERVICE|E|84753|CANCELLED||OAKLAND|94606|ALAMEDA|FLOYD'S APPLIANCE SERVICE|A|33419|CANCELLED||OAKLAND|94619|ALAMEDA|FLYNT ELECTRONICS|E|26228|CANCELLED||LIVERMORE|94550|ALAMEDA|FOCUS APPLIANCE REPAIR|A|45486|CLEAR||SAN LEANDRO|94578|ALAMEDA|FONES COMPUTER SERVICE|E|84418|CANCELLED||SAN LORENZO|94580|ALAMEDA|FOOTHILL APPLIANCE|A|42450|CANCELLED||OAKLAND|94601|ALAMEDA|FOOTHILL TELEVISION|E|29395|CANCELLED||OAKLAND|94605|ALAMEDA|FOSTERS REFRIGERATION & APPLIANCE REPAIR|A|43554|CANCELLED||OAKLAND|94612|ALAMEDA|FOUR BROTHERS HVACS|A|44897|CANCELLED||HAYWARD|94543|ALAMEDA|FRANDOR HOME APPLIANCE REPAIR SERVICE|A|40508|CANCELLED||BERKELEY|94707|ALAMEDA|FRANK'S OF BERKELEY INC|E|17476|CANCELLED||BERKELEY|94703|ALAMEDA|FRANKE REPAIRS|A|46956|CLEAR||HAYWARD|94541|ALAMEDA|FREDDY'S SERVICE SPECIALISTS|A|46749|CLEAR||HAYWARD|94541|ALAMEDA|FREDRICK'S RADIO & TV|E|1548|CANCELLED||ALAMEDA|94501|ALAMEDA|FREMONT CAR STEREO|E|25316|CANCELLED||NEWARK|94560|ALAMEDA|FREMONT CAR STEREO|E|27906|CANCELLED||UNION CITY|94587|ALAMEDA|FREMONT PC|E|84084|CANCELLED||FREMONT|94536|ALAMEDA|FREMONT SOUND INC|E|24071|CANCELLED||FREMONT|94538|ALAMEDA|FREMONT SURPLUS COMPUTER|E|84816|CANCELLED||FREMONT|94538|ALAMEDA|FREMONT TV AND VIDEO|E|28945|CANCELLED||FREMONT|94538|ALAMEDA|FREMONT TV AND VIDEO|E|27892|CANCELLED||FREMONT|94538|ALAMEDA|FREMONT TV AND VIDEO|E|28220|CANCELLED||FREMONT|94538|ALAMEDA|FRIEDMAN'S MICROWAVE OVEN SERVICE - HAYWARD|E|72007|CANCELLED||HAYWARD|94541|ALAMEDA|FRIEDMANS MICROWAVE OVENS|A|40796|CANCELLED||DUBLIN|94568|ALAMEDA|FRIEDMANS MICROWAVE OVENS|A|41794|CANCELLED||DUBLIN|945682324|ALAMEDA|FRIEDMANS MICROWAVE OVENS - HAYWARD|A|43325|CANCELLED||HAYWARD|94541|ALAMEDA|FRIEDMANS MICROWAVE OVENS - OAKLAND|A|42386|CANCELLED||OAKLAND|94612|ALAMEDA|FRIENDSHIP TV & ELECTRONICS SERV|E|19897|CANCELLED||OAKLAND|94605|ALAMEDA|FRIGID ELECTRIC REFRIG REPAIR|A|33113|CANCELLED||OAKLAND|94608|ALAMEDA|FRIGIDAIRE COMPANY|A|39607|CANCELLED||HAYWARD|945451155|ALAMEDA|FRY'S ELECTRONICS, INC|E|72713|CLEAR||FREMONT|94539|ALAMEDA|FRY'S ELECTRONICS, INC|ELECTRONIC REPAIR|72713|CLEAR Definition|April     30, 2015|April     26, 1994|FREMONT|CA|94539|ALAMEDA|No
License Type ";
    txt += "Description"+text+"|License Type ";
    txt += "Description|"+text+"|FRY'S ELECTRONICS, INC|ELECTRONIC REPAIR|72713|CLEAR Definition|April     30, 2015|April     26, 1994|FREMONT|CA|94539|ALAMEDA|No
License Type ";
    txt += "Description|FRY'S ELECTRONICS, INC|ELECTRONIC REPAIR|72713|CLEAR Definition|April     30, 2015|April     26, 1994|FREMONT|CA|94539|ALAMEDA|No
"+text+"|FRY'S ELECTRONICS, INC|ELECTRONIC REPAIR|72713|CLEAR Definition|April     30, 2015|April     26, 1994|FREMONT|CA|94539|ALAMEDA|No
|FRY'S ELECTRONICS, INC|ELECTRONIC REPAIR|72713|CLEAR Definition|April     30, 2015|April     26, 1994|FREMONT|CA|94539|ALAMEDA|No
CUSTOM ACOUSTIX LLC|E|82430|CANCELLED||FREMONT|94538|ALAMEDA|CUSTOM ACOUSTIX LLC|ELECTRONIC REPAIR|82430|CANCELLED Definition|April     30, 2008|April     05, 2006|FREMONT|CA|94538|ALAMEDA|No
D & D APPLIANCE SERVICE, INC.|A|36727|CANCELLED||ALBANY|94706|ALAMEDA|D & D APPLIANCE SERVICE, INC.|MAJOR APPLIANCE REPAIR|36727|CANCELLED Definition|January   31, 2000|July      07, 1982|ALBANY|CA|94706|ALAMEDA|No
D & D COMPUTER CONSULTING|E|75083|CANCELLED||ALAMEDA|94501|ALAMEDA|D & D COMPUTER CONSULTING|ELECTRONIC REPAIR|75083|CANCELLED Definition|October   31, 2002|October   04, 1996|ALAMEDA|CA|94501|ALAMEDA|No
D B AUDIO INC|E|73145|CANCELLED||BERKELEY|94704|ALAMEDA|D B AUDIO INC|ELECTRONIC REPAIR|73145|CANCELLED Definition|December  31, 1999|December  30, 1994|BERKELEY|CA|94704|ALAMEDA|No
D J COMPUTERS|E|88979|CLEAR||ALBANY|94706|ALAMEDA|D J COMPUTERS|ELECTRONIC REPAIR|88979|CLEAR Definition|December  31, 2015|December  05, 2013|ALBANY|CA|94706|ALAMEDA|No
D J TV|E|83121|CLEAR||FREMONT|94536|ALAMEDA|D J TV|ELECTRONIC REPAIR|83121|CLEAR Definition|February  29, 2016|February  24, 2007|FREMONT|CA|94536|ALAMEDA|No
D J TV SERVICE|E|70961|CANCELLED||FREMONT|94536|ALAMEDA|D J TV SERVICE|ELECTRONIC REPAIR|70961|CANCELLED Definition|December  31, 1997|December  17, 1992|FREMONT|CA|94536|ALAMEDA|No
D.J. COMPUTERS|E|77457|CANCELLED||ALBANY|94706|ALAMEDA|D.J. COMPUTERS|ELECTRONIC REPAIR|77457|CANCELLED Definition|November  30, 2013|November  23, 1999|ALBANY|CA|94706|ALAMEDA|No
DADDYS COMPUTER REPAIRS|E|88161|CANCELLED||OAKLAND|94602|ALAMEDA|DADDYS COMPUTER REPAIRS|ELECTRONIC REPAIR|88161|CANCELLED Definition|September 30, 2013|September 27, 2012|OAKLAND|CA|94602|ALAMEDA|No
DALE SANFORD TV & VIDEO|E|23189|CANCELLED||BERKELEY|94702|ALAMEDA|DALE SANFORD TV & VIDEO|ELECTRONIC REPAIR|23189|CANCELLED Definition|September 30, 2004|May       01, 1984|BERKELEY|CA|94702|ALAMEDA|No
DANS BUSINESS SERVICES|E|75114|CANCELLED||HAYWARD|94545|ALAMEDA|DANS BUSINESS SERVICES|ELECTRONIC REPAIR|75114|CANCELLED Definition|October   31, 1997|October   18, 1996|HAYWARD|CA|94545|ALAMEDA|No
DAVE'S APPL AND SERVICE|A|30095|CANCELLED||HAYWARD|94541|ALAMEDA|DAVE'S APPL AND SERVICE|MAJOR APPLIANCE REPAIR|30095|CANCELLED Definition|October   31, 1993|May       04, 1973|HAYWARD|CA|94541|ALAMEDA|No
DAVID'S APPLIANCE REPAIR|A|43413|CANCELLED||OAKLAND|94621|ALAMEDA|DAVID'S APPLIANCE REPAIR|MAJOR APPLIANCE REPAIR|43413|CANCELLED Definition|November  30, 2008|November  09, 2000|OAKLAND|CA|94621|ALAMEDA|No
DAVIDSON MASTER SERVICE|A|38897|REVOKED||HAYWARD|94545|ALAMEDA|DAVIDSON MASTER SERVICE|MAJOR APPLIANCE REPAIR|38897|REVOKED Definition|June      30, 1991|April     27, 1987|HAYWARD|CA|94545|ALAMEDA|Yes
DB AUDIO INC.|E|25569|CANCELLED||BERKELEY|94704|ALAMEDA|DB AUDIO INC.|ELECTRONIC REPAIR|25569|CANCELLED Definition|October   31, 1994|July      18, 1986|BERKELEY|CA|94704|ALAMEDA|No
DCNS|E|80452|CANCELLED||FREMONT|94539|ALAMEDA|DCNS|ELECTRONIC REPAIR|80452|CANCELLED Definition|July      31, 2010|July      31, 2003|FREMONT|CA|94539|ALAMEDA|No
DE SOUZA'S APPLIANCE REPAIR SERVICE|A|39441|CANCELLED||NEWARK|94560|ALAMEDA|DE SOUZA'S APPLIANCE REPAIR SERVICE|MAJOR APPLIANCE REPAIR|39441|CANCELLED Definition|June      30, 1989|May       11, 1988|NEWARK|CA|94560|ALAMEDA|No
DECISIONONE CORPORATION|E|76607|CANCELLED||HAYWARD|94545|ALAMEDA|DECISIONONE CORPORATION|ELECTRONIC REPAIR|76607|CANCELLED Definition|July      31, 2005|July      15, 1998|HAYWARD|CA|94545|ALAMEDA|No
DECISIONONE CORPORATION|E|77633|CANCELLED||HAYWARD|94541|ALAMEDA|DECISIONONE CORPORATION|ELECTRONIC REPAIR|77633|CANCELLED Definition|July      31, 2006|February  24, 2000|HAYWARD|CA|94541|ALAMEDA|No
DECISIONONE CORPORATION|E|77634|CANCELLED||FREMONT|94538|ALAMEDA|DECISIONONE CORPORATION|ELECTRONIC REPAIR|77634|CANCELLED Definition|July      31, 2002|February  24, 2000|FREMONT|CA|94538|ALAMEDA|No
DEENS ELECTRONICS, INC.|E|75034|CLEAR||FREMONT|94538|ALAMEDA|DEENS ELECTRONICS, INC.|ELECTRONIC REPAIR|75034|CLEAR Definition|September 30, 2015|September 25, 1996|FREMONT|CA|94538|ALAMEDA|No
DELTA ELECTRONIC|E|76579|CANCELLED||BERKELEY|94702|ALAMEDA|DELTA ELECTRONIC|ELECTRONIC REPAIR|76579|CANCELLED Definition|May       31, 1999|May       27, 1998|BERKELEY|CA|94702|ALAMEDA|No
DEPENDABLE AVESCO TV SERVICE|E|22691|CANCELLED||FREMONT|94536|ALAMEDA|DEPENDABLE AVESCO TV SERVICE|ELECTRONIC REPAIR|22691|CANCELLED Definition|March     31, 1995|August    08, 1983|FREMONT|CA|94536|ALAMEDA|No
DEYS ENGINEERING|E|74954|CANCELLED||FREMONT|94539|ALAMEDA|DEYS ENGINEERING|ELECTRONIC REPAIR|74954|CANCELLED Definition|August    31, 1997|August    29, 1996|FREMONT|CA|94539|ALAMEDA|No
DFI (SAN JOSE), INC.|E|74895|CANCELLED||FREMONT|94539|ALAMEDA|DFI (SAN JOSE), INC.|ELECTRONIC REPAIR|74895|CANCELLED Definition|August    31, 2001|August    12, 1996|FREMONT|CA|94539|ALAMEDA|No
DHILLON'S TV SERVICE|E|27958|CANCELLED||HAYWARD|94544|ALAMEDA|DHILLON'S TV SERVICE|ELECTRONIC REPAIR|27958|CANCELLED Definition|July      31, 2012|May       09, 1989|HAYWARD|CA|94544|ALAMEDA|No
DIAL SOUND|E|73135|CANCELLED||FREMONT|94539|ALAMEDA|DIAL SOUND|ELECTRONIC REPAIR|73135|CANCELLED Definition|December  31, 1995|December  22, 1994|FREMONT|CA|94539|ALAMEDA|No
DIAMOND HEAD COMPUTERS INC.|E|81329|CANCELLED||FREMONT|94538|ALAMEDA|DIAMOND HEAD COMPUTERS INC.|ELECTRONIC REPAIR|81329|CANCELLED Definition|August    31, 2009|August    24, 2004|FREMONT|CA|94538|ALAMEDA|No
DIAS TV|E|17548|CANCELLED||BERKELEY|94703|ALAMEDA|DIAS TV|ELECTRONIC REPAIR|17548|CANCELLED Definition|May       31, 2006|March     16, 1975|BERKELEY|CA|94703|ALAMEDA|No
DIGITAL EQUIPMENT CORP.|E|74195|CANCELLED||LIVERMORE|94550|ALAMEDA|DIGITAL EQUIPMENT CORP.|ELECTRONIC REPAIR|74195|CANCELLED Definition|November  30, 1997|November  27, 1995|LIVERMORE|CA|94550|ALAMEDA|No
DIGITAL EQUIPMENT CORPORATION|E|73666|CANCELLED||OAKLAND|94612|ALAMEDA|DIGITAL EQUIPMENT CORPORATION|ELECTRONIC REPAIR|73666|CANCELLED Definition|June      30, 1999|June      28, 1995|OAKLAND|CA|94612|ALAMEDA|No
DIGITAL EQUIPMENT CORPORATION|E|22576|CANCELLED||ALAMEDA|94501|ALAMEDA|DIGITAL EQUIPMENT CORPORATION|ELECTRONIC REPAIR|22576|CANCELLED Definition|June      30, 1992|July      01, 1983|ATTN:  SERVICE MANAGER|ALAMEDA|CA|94501|ALAMEDA|No
DIGITAL EQUIPMENT CORPORATION|E|74225|CANCELLED||SAN LEANDRO|94577|ALAMEDA|DIGITAL EQUIPMENT CORPORATION|ELECTRONIC REPAIR|74225|CANCELLED Definition|November  30, 2000|November  27, 1995|SAN LEANDRO|CA|94577|ALAMEDA|No
DIGITAL SERVICE PROVIDERS, INC.|E|77500|CANCELLED||ALAMEDA|94501|ALAMEDA|DIGITAL SERVICE PROVIDERS, INC.|ELECTRONIC REPAIR|77500|CANCELLED Definition|December  31, 2000|December  23, 1999|ALAMEDA|CA|94501|ALAMEDA|No
DIGITAL SOLUTIONS|E|81445|CANCELLED||HAYWARD|94544|ALAMEDA|DIGITAL SOLUTIONS|ELECTRONIC REPAIR|81445|CANCELLED Definition|October   31, 2005|October   20, 2004|HAYWARD|CA|94544|ALAMEDA|No
DIMOND HOME VIDEO|E|26782|CANCELLED||OAKLAND|94602|ALAMEDA|DIMOND HOME VIDEO|ELECTRONIC REPAIR|26782|CANCELLED Definition|June      30, 1989|OAKLAND|CA|94602|ALAMEDA|No
DIRECTV, LLC|E|88653|CLEAR||SAN LEANDRO|94577|ALAMEDA|DIRECTV, LLC|ELECTRONIC REPAIR|88653|CLEAR Definition|June      30, 2015|July      05, 2013|SAN LEANDRO|CA|94577|ALAMEDA|No
DISCOUNT COMPUTER PRODUCTS|E|29196|CANCELLED||HAYWARD|94545|ALAMEDA|DISCOUNT COMPUTER PRODUCTS|ELECTRONIC REPAIR|29196|CANCELLED Definition|February  28, 1995|November  14, 1990|HAYWARD|CA|94545|ALAMEDA|No
DISCOUNT COMPUTER SYSTEMS|E|75220|CANCELLED||SAN LEANDRO|94579|ALAMEDA|DISCOUNT COMPUTER SYSTEMS|ELECTRONIC REPAIR|75220|CANCELLED Definition|November  30, 1997|November  04, 1996|SAN LEANDRO|CA|94579|ALAMEDA|No
DISH NETWORK CALIFORNIA SERVICE CORPORATION|E|79618|CLEAR||HAYWARD|94545|ALAMEDA|DISH NETWORK CALIFORNIA SERVICE CORPORATION|ELECTRONIC REPAIR|79618|CLEAR Definition|May       31, 2015|June      06, 2002|HAYWARD|CA|94545|ALAMEDA|No
DJ TV|E|76386|CANCELLED||FREMONT|94536|ALAMEDA|DJ TV|ELECTRONIC REPAIR|76386|CANCELLED Definition|February  28, 2007|February  26, 1998|FREMONT|CA|94536|ALAMEDA|No
DJ TV INC|E|3810|CANCELLED||FREMONT|94536|ALAMEDA|DJ TV INC|ELECTRONIC REPAIR|3810|CANCELLED Definition|June      30, 1992|June      30, 1964|FREMONT|CA|94536|ALAMEDA|No
DNA COMPUTERS|E|76676|CANCELLED||UNION CITY|94587|ALAMEDA|DNA COMPUTERS|ELECTRONIC REPAIR|76676|CANCELLED Definition|August    31, 1999|August    11, 1998|UNION CITY|CA|94587|ALAMEDA|No
DNS COMPUTER|E|86539|CANCELLED||HAYWARD|94541|ALAMEDA|DNS COMPUTER|ELECTRONIC REPAIR|86539|CANCELLED Definition|August    31, 2011|August    24, 2010|HAYWARD|CA|94541|ALAMEDA|No
DOMINO COMPUTER|E|84683|CLEAR||BERKELEY|94703|ALAMEDA|DOMINO COMPUTER|ELECTRONIC REPAIR|84683|CLEAR Definition|October   31, 2015|October   02, 2008|BERKELEY|CA|94703|ALAMEDA|No
DOMINO COMPUTER|E|75166|CANCELLED||OAKLAND|94612|ALAMEDA|DOMINO COMPUTER|ELECTRONIC REPAIR|75166|CANCELLED Definition|October   31, 2001|October   25, 1996|OAKLAND|CA|94612|ALAMEDA|No
DOMINO NETWORK|E|80897|CANCELLED||BERKELEY|94703|ALAMEDA|DOMINO NETWORK|ELECTRONIC REPAIR|80897|CANCELLED Definition|March     31, 2007|March     10, 2004|BERKELEY|CA|94703|ALAMEDA|No
DOUGLAS DOANE CONSUMER ELECTRONICS REPAIR|E|75408|CANCELLED||HAYWARD|94544|ALAMEDA|DOUGLAS DOANE CONSUMER ELECTRONICS REPAIR|ELECTRONIC REPAIR|75408|CANCELLED Definition|January   31, 2007|January   02, 1997|HAYWARD|CA|94544|ALAMEDA|No
DT & T MACINTOSH SERVICES, INC.|E|77623|CLEAR||FREMONT|94539|ALAMEDA|DT & T MACINTOSH SERVICES, INC.|ELECTRONIC REPAIR|77623|CLEAR Definition|February  29, 2016|February  16, 2000|FREMONT|CA|94539|ALAMEDA|No
E-Z LINK TECHNOLOGIES, INC.|E|74953|CANCELLED||FREMONT|94538|ALAMEDA|E-Z LINK TECHNOLOGIES, INC.|ELECTRONIC REPAIR|74953|CANCELLED Definition|August    31, 1997|August    29, 1996|FREMONT|CA|94538|ALAMEDA|No
EAD SYSTEMS CORPORATION|E|74956|CANCELLED||FREMONT|94538|ALAMEDA|EAD SYSTEMS CORPORATION|ELECTRONIC REPAIR|74956|CANCELLED Definition|August    31, 2006|August    29, 1996|FREMONT|CA|94538|ALAMEDA|No
EARTHQUAKE SOUND CORPORATION|E|81038|CLEAR||HAYWARD|94545|ALAMEDA|EARTHQUAKE SOUND CORPORATION|ELECTRONIC REPAIR|81038|CLEAR Definition|May       31, 2015|May       03, 2004|HAYWARD|CA|94545|ALAMEDA|No
EAST BAY APPLIANCE CENTER|A|38705|CANCELLED||ALAMEDA|94501|ALAMEDA|EAST BAY APPLIANCE CENTER|MAJOR APPLIANCE REPAIR|38705|CANCELLED Definition|June      30, 1989|ALAMEDA|CA|94501|ALAMEDA|No
EAST BAY APPLIANCE SERVICE|A|38562|CLEAR||HAYWARD|94541|ALAMEDA|EAST BAY APPLIANCE SERVICE|MAJOR APPLIANCE REPAIR|38562|CLEAR Definition|March     31, 2015|June      12, 1986|HAYWARD|CA|94541|ALAMEDA|No
EAST BAY COMPUTER CENTER|E|76432|CANCELLED||OAKLAND|94610|ALAMEDA|EAST BAY COMPUTER CENTER|ELECTRONIC REPAIR|76432|CANCELLED Definition|March     31, 2013|March     18, 1998|OAKLAND|CA|94610|ALAMEDA|No
